,address,name,company,salary,type,edubg,experience,welfareNum
223, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
224, 江宁区 ,8K厂区（物流）配送员, 南京瀚宇彩欣科技有限责任公司 ,6000-11000元/月,物流专员/助理,不限,不限,5
225, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
226, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
227, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
228, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
229, 浦口区 ,南京五险一金+业务员+包住全职, 南京然馨暖通工程有限公司 ,5000-8000元/月,销售代表,不限,不限,3
230, 鼓楼区 ,网络女主播（高薪包住）, 南京男博仕医疗投资管理有限公司 ,5000-8000元/月,主持人,中专,不限,5
231, 建邺区 ,客服（大堂助理）包吃住, 佳兆业物业管理（深圳）有限公… ,4500-5000元/月,客服专员/助理,中专,1年以下,2
232, 江宁区 ,月5000岗位自选+轻松, 英华达（南京）科技有限公司 ,4600-5800元/月,操作工,不限,不限,5
233, 江宁区 ,月8千随车员+五险一金, 瀚宇彩欣科技（南京）有限责任… ,7300-8400元/月,物流专员/助理,不限,不限,5
234, 江宁区 ,（月5千8）加班多稳定, 南京飞腾电子科技有限公司 ,4600-6300元/月,操作工,不限,不限,5
235, 江宁区 ,轻松坐班月5300包吃住, 英华达（南京）科技有限公司 ,4500-5600元/月,操作工,不限,不限,5
236, 将军大道 ,华宝通讯招聘普工免费进厂, 南京华宝通讯有限公司 ,3000-5000元/月,普工,不限,不限,5
237, 六合区 ,期待你来挑战的高薪行业, 南京巨融信息科技有限公司 ,8000-12000元/月,销售代表,不限,不限,0
238, 江宁区 ,普工保底4500+包食宿, 瀚宇彩欣科技（南京）有限责任… ,4600-5300元/月,操作工,不限,不限,5
239, 江宁区 ,5千普工+年底双薪可短期, 南京飞腾电子科技有限公司 ,4600-5400元/月,操作工,不限,不限,5
240, 江宁区 ,长短途跟车员+无需经验, 南京飞腾电子科技有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
241, 江宁区 ,英华达厂区官方招聘报名处, 南京英华达科技科技公司 ,3000-5000元/月,普工,不限,不限,5
242, 江宁区 ,厂区质检巡检轻松5800, 南京飞腾电子科技有限公司 ,4600-5800元/月,质量检验员/测试员,不限,不限,5
243, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
244, 南京 ,KTV服务员高薪提成, 南京仙阁娱乐有限公司 ,3500-5000元/月,娱乐厅服务员,不限,不限,5
245, 鼓楼区 ,房产销售储备店长客户经理, 南京链家房地产经纪有限公司和… ,5000-8000元/月,销售代表,本科,不限,3
246, 江宁区 ,普工5千包吃住可预支, 南京飞腾电子科技有限公司 ,4500-5800元/月,包装工,不限,不限,5
247, 南京 ,晓庄金陵珠宝招聘营业员, 南京市栖霞区宝洪庆珠宝经营部 ,5000-7000元/月,店员/营业员,不限,不限,1
248, 南京 ,服务员3600起, 小厨娘 ,3000-5000元/月,服务员,不限,不限,4
249, 珠江路 ,商务专员, 南京车益通信息科技有限公司 ,5000-8000元/月,商务专员/助理,中专,不限,4
250, 江宁区 ,男女不限加班稳定月6千, 英华达（南京）科技有限公司 ,4600-6300元/月,操作工,不限,不限,5
251, 开发区 ,华宝通讯电子厂招聘包吃住, 华宝（南京）通讯科技有限公司 ,4000-5500元/月,普工,不限,不限,5
252, 江宁区 ,高薪文员+双休+年终奖, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
253, 江宁区 ,人事专员月8千+白领阶层, 南京鸿圣人力资源服务有限公司 ,6000-8000元/月,人事专员/助理,不限,不限,5
254, 南京 ,诚聘行业合伙人+薪资8k, 中国平安保险股份有限公司 ,5000-10000元/月,储备经理人,中专,1-2年,4
255, 江宁区 ,短途随车员月8千/可学徒, 英华达（南京）科技有限公司 ,7600-8300元/月,物流专员/助理,不限,不限,5
256, 江宁区 ,月6千限量招聘/三餐, 瀚宇彩欣科技（南京）有限责任… ,4600-6300元/月,操作工,不限,不限,5
257, 万寿 ,万寿金陵珠宝招聘营业员, 南京市栖霞区宝洪庆珠宝经营部 ,3500-7000元/月,店员/营业员,不限,不限,2
258, 江宁区 ,5000起+操作工新人奖, 瀚宇彩欣科技（南京）有限责任… ,4600-5800元/月,操作工,不限,不限,5
259, 江宁区 ,跟车员）月8千/可学徒, 吉宝通讯（南京）有限公司 ,7600-8300元/月,物流专员/助理,不限,不限,5
260, 新街口 ,5K银行客服+保险+双休, 中国平安综合金融 ,5000-8000元/月,信用卡/银行卡业务,大专,1-2年,5
261, 新街口 ,社区维护工作+五险, 中国平安综合金融 ,5000-8000元/月,其他职位,大专,1-2年,5
262, 江宁区 ,5天8小时+轻松岗+男女, 南京飞腾电子科技有限公司 ,4800-5600元/月,操作工,不限,不限,5
263, 江宁区 ,聘普工/5千稳定/待遇好, 英华达（南京）科技有限公司 ,4600-5300元/月,操作工,不限,不限,5
264, 江宁区 ,白班8千跟车员+五险一金, 英华达（南京）科技有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
265, 江宁区 ,8千起跟车员待遇好包食宿, 英华达（南京）科技有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
266, 浦口周边 ,市场督导, 宝田汽车服务中心 ,面议,销售代表,大专,不限,5
267, 浦口区 ,桥北沃尔玛招聘网购主管, 沃尔玛（中国）投资有限公司 ,3000-5000元/月,客服经理/主管,大专,不限,3
268, 珠江路 ,周末双休+年底双薪+销售代表, 南京摩尔龙信息科技有限公司 ,8000-12000元/月,电话销售,高中,不限,3
269, 大行宫 ,话补+交通补助+饭补+展厅销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
270, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
271, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
272, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
273, 江宁区 ,食品包装工5千轻松可大龄, 南京旺旺食品有限公司 ,4600-5300元/月,包装工,不限,不限,5
274, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
275, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
276, 江东 ,电销客服双休社保, 南京鼎凯投资管理有限公司 ,5000-10000元/月,电话销售,不限,不限,5
277, 江宁区 ,月8千人事+朝九晚五, 南京鸿圣人力资源服务有限公司 ,6000-8000元/月,人事专员/助理,不限,不限,5
278, 秦淮区 ,房产顾问新房商铺, 南京链家房地产经纪有限公司 ,4000-8000元/月,销售代表,本科,不限,1
279, 江宁区 ,6K普工+夫妻优先+食宿, 英华达（南京）科技有限公司 ,4200-5500元/月,普工,不限,不限,5
280, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
281, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
282, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
283, 滨江开… ,起重工包住五险加班补助, 南京天华化学工程有限公司 ,3000-5000元/月,操作工,高中,3-5年,3
284, 江宁区 ,旺季高薪+限招月6千, 英华达（南京）科技有限公司 ,5200-6300元/月,操作工,不限,不限,5
285, 江宁区 ,短途跟车8千包食宿+自由, 南京飞腾电子科技有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
286, 江宁区 ,月8千随车员+5天8小时, 英华达（南京）科技有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
287, 江宁区 ,储备干部6千5高发展前途, 吉宝通讯（南京）有限公司 ,4600-6500元/月,学徒工,不限,不限,5
288, 江宁区 ,长白班8小时高薪无需经验, 瀚宇彩欣科技（南京）有限责任… ,5200-6300元/月,普工/技工其他,不限,不限,5
289, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
290, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
291, 开发区 ,5K普工+夫妻优先+食宿, 南京诺讯电子科技有限公司 ,4500-5500元/月,普工,不限,不限,5
292, 江宁区 ,长短途跟车员+无需经验, 瀚宇彩欣科技（南京）有限责任… ,8000-12000元/月,物流专员/助理,不限,不限,5
293, 江宁区 ,白班8千跟车员+无需经验, 瀚宇彩欣科技（南京）有限责任… ,8000-12000元/月,物流专员/助理,不限,不限,5
294, 江宁区 ,长短途跟车员+无需经验, 瀚宇彩欣科技（南京）有限责任… ,8000-12000元/月,物流专员/助理,不限,不限,5
295, 江宁区 ,8千起跟车员+无需搬运, 吉宝通讯（南京）有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
296, 苏州 ,5K5+厂区网管+包吃住, 君谦智能科技有限公司 ,4500-5500元/月,网络管理员,不限,不限,5
297, 雄州 ,金牌店长全程培训教学, 好邻居房地产 ,5000-8000元/月,置业顾问,不限,不限,2
298, 浦口周边 ,贴膜技师, 宝田汽车服务中心 ,4000-8000元/月,汽车美容,高中,1-2年,5
299, 江宁区 ,月6千新厂区+晋升快, 瀚宇彩欣科技（南京）有限责任… ,5000-6300元/月,操作工,不限,不限,5
300, 江宁区 ,月5600包食宿接收聋哑, 英华达（南京）科技有限公司 ,4600-5800元/月,操作工,不限,不限,5
301, 江宁区 ,普工5千稳定+待遇好, 瀚宇彩欣科技（南京）有限责任… ,4600-5800元/月,操作工,不限,不限,5
302, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
303, 江宁区 ,搬运工包吃住交五险双休, 南京宁捷德电子科技有限公司 ,4800-5500元/月,装卸/搬运工,不限,不限,5
304, 汤山 ,汤山上峰苏音琴行招前台, 南京苏音文化艺术培训有限公司 ,3000-5000元/月,前台/总机/接待,高中,不限,5
305, 珠江路 ,电商客服4500+双休, 南京乐诊生物技术有限公司 ,4500-7000元/月,网络/在线客服,大专,不限,5
306, 南京 ,南京在线客服咨询（欢迎应届, 南京男健医院有限公司 ,5000-8000元/月,淘宝客服,中专,不限,2
307, 大行宫 ,话补+饭补+月薪过万高薪+销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
308, 夫子庙 ,售后服务人员, 南京小白龙投资咨询有限公司 ,面议,客户经理/主管,大专,1-2年,4
309, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
310, 将军大道 ,8千厂区（随车员）可学徒, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
311, 晓庄 ,课程顾问, 尚墨教育 ,3000-6000元/月,招生/课程顾问,大专,1-2年,3
312, 江浦 ,人事+底薪3k+五险双休, 南京麦田房产经纪服务中心 ,3000-4000元/月,人事专员/助理,不限,不限,2
313, 江宁区 ,无需经验学历+稳8000, 吉宝通讯（南京）有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
314, 江宁区 ,包食宿/200一天+稳定, 南京旺旺食品有限公司 ,5000-6300元/月,操作工,不限,不限,5
315, 将军大道 ,8千文员+双休+朝九晚五, 南京仙龙人力资源有限公司 ,5000-8000元/月,文员,不限,不限,5
316, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
317, 栖霞区 ,LG+食宿+五险一金, 韩国LG 商事有限公司南京代… ,3800-6000元/月,普工,不限,不限,5
318, 江宁区 ,8K随车员+可学徒+食宿, 南京瀚宇彩欣科技有限责任公司 ,5800-8000元/月,物流专员/助理,不限,不限,5
319, 江宁区 ,月入上万+名企+免费培训, 南京仙龙人力资源有限公司 ,6500-10000元/月,学徒工,不限,不限,5
320, 新街口 ,保险经纪人, 中国平安综合金融 ,5000-8000元/月,保险经纪人,中专,3-5年,5
321, 新街口 ,旅游顾问, 中国平安综合金融 ,5000-8000元/月,旅游顾问,不限,不限,5
322, 新街口 ,碧桂园销售顾问, 中国平安综合金融 ,5000-8000元/月,销售代表,高中,不限,5
323, 新街口 ,平安普惠贷款专员, 中国平安综合金融 ,8000-12000元/月,信贷管理/资信评估,大专,不限,5
324, 新街口 ,8k到12k信用卡专员, 中国平安综合金融 ,8000-12000元/月,信用卡/银行卡业务,高中,不限,5
325, 新街口 ,车险专员, 中国平安综合金融 ,5000-8000元/月,车险专员,高中,不限,2
326, 新街口 ,销售8K双休五险一金, 中国平安综合金融 ,5000-8000元/月,保险内勤,高中,不限,4
327, 玄武周边 ,长期招收送餐员可兼职M, 南京超集筷电子商务有限公司 ,8000-12000元/月,送餐员,不限,不限,1
328, 仙林 ,只你努力年薪30万不是梦, 我爱我家 ,8000-12000元/月,房产经纪人,大专,不限,4
329, 苏州 ,6K+厂区保安+包吃住, 君谦智能科技有限公司 ,4500-6500元/月,保安,不限,不限,5
330, 将军大道 ,8千厂区（随车员）可学徒, 英华达（南京）科技有限公司 ,5000-8000元/月,物流专员/助理,不限,不限,5
331, 将军大道 ,食品厂待遇好当天住宿, 速聘 ,4000-5500元/月,普工,不限,不限,5
332, 水西门 ,服务员30岁下8000起, 嘉兴念汐服饰有限公司 ,面议,娱乐厅服务员,不限,不限,5
333, 将军大道 ,8千厂区+随车员+可学徒, 华宝通讯（南京）有限公司 ,6000-8000元/月,物流专员/助理,不限,不限,5
334, 秦淮周边 ,双休电话客服6000, 赛信地产 ,面议,电话客服,不限,不限,4
335, 月苑 ,房产销售+3k分红无上限, 樱驼花园店 ,4000-8000元/月,销售代表,大专,不限,4
336, 玄武区 ,市场部门经理, 中财讯瑞昌财学院股份有限公司 ,面议,市场经理/总监,大专,3-5年,4
337, 玄武门 ,跟车物品配送员/周末双休, 鸿兴达人力 ,2800-3000元/月,装卸/搬运工,不限,不限,2
338, 珠江路 ,五险网络销售无外出无电话, 南京倬宸房产营销策划有限公司 ,8000-12000元/月,网络销售,不限,不限,5
339, 栖霞 ,高薪诚聘信用卡专员+5K, 中国平安人寿保险股份有限公司… ,5000-8000元/月,信用卡/银行卡业务,不限,不限,2
340, 高新 ,分子生物实验员, 南京骇太基因科技有限公司 ,4000-6000元/月,制药生物其他,本科,不限,5
341, 东山 ,底薪4K+提成+住宿, 小华奶粉店 ,8000-16000元/月,销售其他,不限,不限,5
342, 燕子矶 ,兴趣是决定你的人生, 好邻居房产 ,8000-12000元/月,销售代表,中专,不限,2
343, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
344, 大行宫 ,你有梦想我提供舞台, 南京齐馨阁文化传播有限公司 ,5000-8000元/月,电话销售,不限,不限,5
345, 秦淮区 ,双休急招微商运营, 南京本草源 ,3000-5000元/月,网店运营,不限,不限,2
